id,income,slik_ojk,total_debt,total_credit,total_monthly_debt,loan_amount,property_value,loan_purpose,employment_status,job_tenure,home_ownership,marital_status,late_payment_risk
387,15.2,3,684000000,14476190,6080000,912000000,1520000000,Modal Kerja/Usaha,kontrak,84,sewa/kontrak,menikah,sedang
962,78.5,1,5495000000,74761905,31400000,7065000000,7850000000,Kredit Kendaraan,harian,42,tinggal bersama ortu,lajang,tinggi
14,12.2,5,427000000,11619048,4880000,854000000,1220000000,Kredit Kendaraan,permanent,54,milik sendiri,menikah,rendah
565,15.6,3,702000000,14857143,6240000,936000000,1560000000,Modal Kerja/Usaha,kontrak,72,sewa/kontrak,menikah,sedang
966,80.5,1,5635000000,76666667,32200000,7245000000,8050000000,Modal Kerja/Usaha,harian,42,tinggal bersama ortu,lajang,tinggi
710,7.6,5,266000000,7238095,3040000,532000000,760000000,Kredit Kendaraan,permanent,18,milik sendiri,menikah,rendah
133,7.1,2,497000000,6761905,2840000,639000000,710000000,Modal Kerja/Usaha,kontrak,42,sewa/kontrak,menikah,sedang
122,9.9,3,693000000,9428571,3960000,891000000,990000000,KPR,kontrak,66,sewa/kontrak,menikah,sedang
984,89.5,1,6265000000,85238095,35800000,8055000000,8950000000,Modal Kerja/Usaha,harian,42,tinggal bersama ortu,lajang,tinggi
337,10.5,4,367500000,10000000,4200000,735000000,1050000000,Kredit Kendaraan,permanent,48,milik sendiri,menikah,rendah
236,9.4,1,799000000,8952381,3760000,846000000,940000000,Kredit Kendaraan,harian,48,tinggal bersama ortu,lajang,tinggi
308,17.3,5,605500000,16476190,6920000,1211000000,1730000000,KPR,permanent,84,milik sendiri,menikah,rendah
258,1.2,2,84000000,1142857,480000,108000000,120000000,Modal Kerja/Usaha,harian,6,tinggal bersama ortu,lajang,tinggi
320,16.4,4,574000000,15619048,6560000,1148000000,1640000000,Kredit Kendaraan,permanent,78,milik sendiri,menikah,rendah
475,20.3,1,1421000000,19333333,8120000,1827000000,2030000000,Kredit Kendaraan,harian,30,tinggal bersama ortu,menikah,tinggi
922,58.5,1,4095000000,55714286,23400000,5265000000,5850000000,KPR,harian,42,tinggal bersama ortu,lajang,tinggi
541,18.6,4,651000000,17714286,7440000,1302000000,1860000000,Kredit Kendaraan,permanent,90,milik sendiri,menikah,rendah
573,14.8,2,740000000,14095238,5920000,888000000,1480000000,Kredit Kendaraan,kontrak,72,sewa/kontrak,lajang,sedang
731,8.8,4,308000000,8380952,3520000,616000000,880000000,Modal Kerja/Usaha,permanent,36,milik sendiri,menikah,rendah
521,13.7,4,479500000,13047619,5480000,959000000,1370000000,Modal Kerja/Usaha,permanent,66,milik sendiri,menikah,rendah
501,12.4,4,434000000,11809524,4960000,868000000,1240000000,Kredit Kendaraan,permanent,54,milik sendiri,menikah,rendah
574,13.5,3,675000000,12857143,5400000,810000000,1350000000,Modal Kerja/Usaha,kontrak,66,sewa/kontrak,menikah,sedang
755,14.8,3,666000000,14095238,5920000,888000000,1480000000,KPR,kontrak,72,sewa/kontrak,menikah,sedang
47,10.8,4,378000000,10285714,4320000,756000000,1080000000,Kredit Kendaraan,permanent,54,milik sendiri,menikah,rendah
387,15.2,3,684000000,14476190,6080000,912000000,1520000000,Modal Kerja/Usaha,kontrak,84,sewa/kontrak,menikah,sedang
175,3.8,1,323000000,3619048,1520000,342000000,380000000,KPR,harian,18,tinggal bersama ortu,menikah,tinggi
743,8.7,5,304500000,8285714,3480000,609000000,870000000,Kredit Kendaraan,permanent,36,milik sendiri,menikah,rendah
544,14.0,5,490000000,13333333,5600000,980000000,1400000000,Kredit Kendaraan,permanent,72,milik sendiri,menikah,rendah
760,9.2,2,460000000,8761905,3680000,552000000,920000000,Modal Kerja/Usaha,kontrak,42,sewa/kontrak,menikah,sedang
322,13.6,4,476000000,12952381,5440000,952000000,1360000000,Modal Kerja/Usaha,permanent,66,milik sendiri,menikah,rendah
40,21.2,5,742000000,20190476,8480000,1484000000,2120000000,KPR,permanent,102,milik sendiri,menikah,rendah
788,11.1,2,555000000,10571429,4440000,666000000,1110000000,KPR,kontrak,66,sewa/kontrak,menikah,sedang
93,6.2,2,434000000,5904762,2480000,558000000,620000000,Kredit Kendaraan,kontrak,36,sewa/kontrak,lajang,sedang
222,8.7,1,739500000,8285714,3480000,783000000,870000000,Modal Kerja/Usaha,harian,42,tinggal bersama ortu,lajang,tinggi
338,9.8,5,343000000,9333333,3920000,686000000,980000000,KPR,permanent,42,milik sendiri,menikah,rendah
992,93.5,1,6545000000,89047619,37400000,8415000000,9350000000,Kredit Kendaraan,harian,42,tinggal bersama ortu,lajang,tinggi
73,7.2,2,504000000,6857143,2880000,648000000,720000000,Modal Kerja/Usaha,kontrak,42,sewa/kontrak,menikah,sedang
708,8.7,5,304500000,8285714,3480000,609000000,870000000,KPR,permanent,30,milik sendiri,menikah,rendah
749,12.9,4,451500000,12285714,5160000,903000000,1290000000,KPR,permanent,72,milik sendiri,menikah,rendah
213,1.9,1,161500000,1809524,760000,171000000,190000000,Modal Kerja/Usaha,harian,24,tinggal bersama ortu,menikah,tinggi
61,7.1,2,497000000,6761905,2840000,639000000,710000000,Modal Kerja/Usaha,kontrak,42,sewa/kontrak,menikah,sedang
319,18.7,5,654500000,17809524,7480000,1309000000,1870000000,KPR,permanent,90,milik sendiri,menikah,rendah
101,7.6,2,532000000,7238095,3040000,684000000,760000000,KPR,kontrak,48,sewa/kontrak,menikah,sedang
759,10.1,3,505000000,9619048,4040000,606000000,1010000000,Kredit Kendaraan,kontrak,48,sewa/kontrak,lajang,sedang
1,15.0,4,525000000,14285714,6000000,1050000000,1500000000,Kredit Kendaraan,permanent,66,milik sendiri,menikah,rendah
544,14.0,5,490000000,13333333,5600000,980000000,1400000000,Kredit Kendaraan,permanent,72,milik sendiri,menikah,rendah
928,61.5,1,4305000000,58571429,24600000,5535000000,6150000000,KPR,harian,42,tinggal bersama ortu,lajang,tinggi
752,10.3,5,360500000,9809524,4120000,721000000,1030000000,KPR,permanent,54,milik sendiri,menikah,rendah
341,21.2,5,742000000,20190476,8480000,1484000000,2120000000,KPR,permanent,102,milik sendiri,menikah,rendah
23,14.4,4,504000000,13714286,5760000,1008000000,1440000000,Modal Kerja/Usaha,permanent,66,milik sendiri,menikah,rendah
8,8.3,5,290500000,7904762,3320000,581000000,830000000,KPR,permanent,24,milik sendiri,menikah,rendah
935,65.0,1,4550000000,61904762,26000000,5850000000,6500000000,Kredit Kendaraan,harian,48,tinggal bersama ortu,menikah,tinggi
765,11.7,2,585000000,11142857,4680000,702000000,1170000000,Kredit Kendaraan,kontrak,60,sewa/kontrak,lajang,sedang
517,8.1,4,283500000,7714286,3240000,567000000,810000000,Modal Kerja/Usaha,permanent,24,milik sendiri,menikah,rendah
364,7.9,2,395000000,7523810,3160000,474000000,790000000,KPR,kontrak,30,sewa/kontrak,menikah,sedang
386,8.2,3,410000000,7809524,3280000,492000000,820000000,Kredit Kendaraan,kontrak,42,sewa/kontrak,lajang,sedang
526,9.4,5,329000000,8952381,3760000,658000000,940000000,KPR,permanent,36,milik sendiri,menikah,rendah
921,58.0,1,4060000000,55238095,23200000,5220000000,5800000000,Modal Kerja/Usaha,harian,48,tinggal bersama ortu,menikah,tinggi
500,13.6,5,476000000,12952381,5440000,952000000,1360000000,KPR,permanent,60,milik sendiri,menikah,rendah
536,10.6,4,371000000,10095238,4240000,742000000,1060000000,Kredit Kendaraan,permanent,48,milik sendiri,menikah,rendah
49,9.2,4,322000000,8761905,3680000,644000000,920000000,Modal Kerja/Usaha,permanent,42,milik sendiri,menikah,rendah
763,14.1,2,705000000,13428571,5640000,846000000,1410000000,Modal Kerja/Usaha,kontrak,72,sewa/kontrak,menikah,sedang
142,8.2,3,574000000,7809524,3280000,738000000,820000000,Modal Kerja/Usaha,kontrak,54,sewa/kontrak,menikah,sedang
90,8.4,3,588000000,8000000,3360000,756000000,840000000,Kredit Kendaraan,kontrak,60,sewa/kontrak,lajang,sedang
350,9.5,4,332500000,9047619,3800000,665000000,950000000,Modal Kerja/Usaha,permanent,42,milik sendiri,menikah,rendah
921,58.0,1,4060000000,55238095,23200000,5220000000,5800000000,Modal Kerja/Usaha,harian,48,tinggal bersama ortu,menikah,tinggi
798,19.0,3,855000000,18095238,7600000,1140000000,1900000000,Kredit Kendaraan,kontrak,108,sewa/kontrak,lajang,sedang
553,11.7,3,585000000,11142857,4680000,702000000,1170000000,Modal Kerja/Usaha,kontrak,48,sewa/kontrak,menikah,sedang
383,10.9,2,545000000,10380952,4360000,654000000,1090000000,Kredit Kendaraan,kontrak,60,sewa/kontrak,lajang,sedang
76,8.6,3,602000000,8190476,3440000,774000000,860000000,Modal Kerja/Usaha,kontrak,54,sewa/kontrak,menikah,sedang
514,9.9,5,346500000,9428571,3960000,693000000,990000000,Modal Kerja/Usaha,permanent,42,milik sendiri,menikah,rendah
458,15.2,1,1064000000,14476190,6080000,1368000000,1520000000,Modal Kerja/Usaha,harian,24,tinggal bersama ortu,lajang,tinggi
545,13.0,4,455000000,12380952,5200000,910000000,1300000000,KPR,permanent,66,milik sendiri,menikah,rendah
946,70.5,1,4935000000,67142857,28200000,6345000000,7050000000,KPR,harian,42,tinggal bersama ortu,lajang,tinggi
103,7.1,2,497000000,6761905,2840000,639000000,710000000,Modal Kerja/Usaha,kontrak,42,sewa/kontrak,menikah,sedang
884,39.7,1,2779000000,37809524,15880000,3573000000,3970000000,Kredit Kendaraan,harian,42,tinggal bersama ortu,lajang,tinggi
866,30.7,1,2149000000,29238095,12280000,2763000000,3070000000,Kredit Kendaraan,harian,42,tinggal bersama ortu,lajang,tinggi
736,14.7,4,514500000,14000000,5880000,1029000000,1470000000,Modal Kerja/Usaha,permanent,78,milik sendiri,menikah,rendah
707,9.3,4,325500000,8857143,3720000,651000000,930000000,Kredit Kendaraan,permanent,36,milik sendiri,menikah,rendah
26,11.0,5,385000000,10476190,4400000,770000000,1100000000,Modal Kerja/Usaha,permanent,48,milik sendiri,menikah,rendah
501,12.4,4,434000000,11809524,4960000,868000000,1240000000,Kredit Kendaraan,permanent,54,milik sendiri,menikah,rendah
386,8.2,3,410000000,7809524,3280000,492000000,820000000,Kredit Kendaraan,kontrak,42,sewa/kontrak,lajang,sedang
34,13.6,5,476000000,12952381,5440000,952000000,1360000000,Kredit Kendaraan,permanent,66,milik sendiri,menikah,rendah
269,2.3,2,161000000,2190476,920000,207000000,230000000,Kredit Kendaraan,harian,12,tinggal bersama ortu,menikah,tinggi
119,7.3,2,511000000,6952381,2920000,657000000,730000000,KPR,kontrak,48,sewa/kontrak,menikah,sedang
873,34.2,1,2394000000,32571429,13680000,3078000000,3420000000,Modal Kerja/Usaha,harian,48,tinggal bersama ortu,menikah,tinggi
187,3.2,1,272000000,3047619,1280000,288000000,320000000,KPR,harian,18,tinggal bersama ortu,menikah,tinggi
442,10.4,1,728000000,9904762,4160000,936000000,1040000000,Kredit Kendaraan,harian,24,tinggal bersama ortu,lajang,tinggi
345,14.0,5,490000000,13333333,5600000,980000000,1400000000,Kredit Kendaraan,permanent,72,milik sendiri,menikah,rendah
692,42.0,1,2940000000,40000000,16800000,3780000000,4200000000,KPR,harian,30,tinggal bersama ortu,lajang,tinggi
302,10.5,4,367500000,10000000,4200000,735000000,1050000000,Modal Kerja/Usaha,permanent,48,milik sendiri,menikah,rendah
41,18.6,4,651000000,17714286,7440000,1302000000,1860000000,Kredit Kendaraan,permanent,90,milik sendiri,menikah,rendah
29,8.6,4,301000000,8190476,3440000,602000000,860000000,Modal Kerja/Usaha,permanent,30,milik sendiri,menikah,rendah
272,2.6,2,182000000,2476190,1040000,234000000,260000000,Kredit Kendaraan,harian,12,tinggal bersama ortu,lajang,tinggi
906,50.5,1,3535000000,48095238,20200000,4545000000,5050000000,Modal Kerja/Usaha,harian,42,tinggal bersama ortu,lajang,tinggi
301,11.4,5,399000000,10857143,4560000,798000000,1140000000,Kredit Kendaraan,permanent,54,milik sendiri,menikah,rendah
367,12.1,2,605000000,11523810,4840000,726000000,1210000000,KPR,kontrak,60,sewa/kontrak,menikah,sedang
101,7.6,2,532000000,7238095,3040000,684000000,760000000,KPR,kontrak,48,sewa/kontrak,menikah,sedang
331,17.5,4,612500000,16666667,7000000,1225000000,1750000000,Kredit Kendaraan,permanent,84,milik sendiri,menikah,rendah
532,14.6,4,511000000,13904762,5840000,1022000000,1460000000,Modal Kerja/Usaha,permanent,72,milik sendiri,menikah,rendah
20,19.8,5,693000000,18857143,7920000,1386000000,1980000000,KPR,permanent,90,milik sendiri,menikah,rendah
267,2.1,2,147000000,2000000,840000,189000000,210000000,Modal Kerja/Usaha,harian,6,tinggal bersama ortu,menikah,tinggi
38,9.8,5,343000000,9333333,3920000,686000000,980000000,KPR,permanent,42,milik sendiri,menikah,rendah
121,6.7,2,469000000,6380952,2680000,603000000,670000000,Modal Kerja/Usaha,kontrak,42,sewa/kontrak,menikah,sedang
386,8.2,3,410000000,7809524,3280000,492000000,820000000,Kredit Kendaraan,kontrak,42,sewa/kontrak,lajang,sedang
684,38.0,1,2660000000,36190476,15200000,3420000000,3800000000,Kredit Kendaraan,harian,30,tinggal bersama ortu,lajang,tinggi
798,19.0,3,855000000,18095238,7600000,1140000000,1900000000,Kredit Kendaraan,kontrak,108,sewa/kontrak,lajang,sedang
150,5.8,1,493000000,5523810,2320000,522000000,580000000,Modal Kerja/Usaha,harian,24,tinggal bersama ortu,lajang,tinggi
303,9.8,5,343000000,9333333,3920000,686000000,980000000,KPR,permanent,42,milik sendiri,menikah,rendah
232,9.2,1,782000000,8761905,3680000,828000000,920000000,KPR,harian,36,tinggal bersama ortu,lajang,tinggi
425,5.3,1,371000000,5047619,2120000,477000000,530000000,Modal Kerja/Usaha,harian,30,tinggal bersama ortu,menikah,tinggi
348,11.0,4,385000000,10476190,4400000,770000000,1100000000,Kredit Kendaraan,permanent,54,milik sendiri,menikah,rendah
397,11.9,2,595000000,11333333,4760000,714000000,1190000000,KPR,kontrak,72,sewa/kontrak,menikah,sedang
470,18.8,1,1316000000,17904762,7520000,1692000000,1880000000,Modal Kerja/Usaha,harian,24,tinggal bersama ortu,lajang,tinggi
974,84.5,1,5915000000,80476190,33800000,7605000000,8450000000,Kredit Kendaraan,harian,42,tinggal bersama ortu,lajang,tinggi
223,1.4,1,119000000,1333333,560000,126000000,140000000,KPR,harian,18,tinggal bersama ortu,menikah,tinggi
103,7.1,2,497000000,6761905,2840000,639000000,710000000,Modal Kerja/Usaha,kontrak,42,sewa/kontrak,menikah,sedang
544,14.0,5,490000000,13333333,5600000,980000000,1400000000,Kredit Kendaraan,permanent,72,milik sendiri,menikah,rendah
890,42.7,1,2989000000,40666667,17080000,3843000000,4270000000,Kredit Kendaraan,harian,42,tinggal bersama ortu,lajang,tinggi
232,9.2,1,782000000,8761905,3680000,828000000,920000000,KPR,harian,36,tinggal bersama ortu,lajang,tinggi
200,7.6,1,646000000,7238095,3040000,684000000,760000000,Kredit Kendaraan,harian,48,tinggal bersama ortu,lajang,tinggi
762,15.5,3,697500000,14761905,6200000,930000000,1550000000,Kredit Kendaraan,kontrak,78,sewa/kontrak,lajang,sedang
545,13.0,4,455000000,12380952,5200000,910000000,1300000000,KPR,permanent,66,milik sendiri,menikah,rendah
51,7.8,2,546000000,7428571,3120000,663000000,780000000,Kredit Kendaraan,kontrak,36,sewa/kontrak,lajang,sedang
726,12.7,5,444500000,12095238,5080000,889000000,1270000000,Kredit Kendaraan,permanent,66,milik sendiri,menikah,rendah
175,3.8,1,323000000,3619048,1520000,342000000,380000000,KPR,harian,18,tinggal bersama ortu,menikah,tinggi
300,12.5,4,437500000,11904762,5000000,875000000,1250000000,KPR,permanent,60,milik sendiri,menikah,rendah
349,10.2,5,357000000,9714286,4080000,714000000,1020000000,KPR,permanent,48,milik sendiri,menikah,rendah
380,14.6,3,657000000,13904762,5840000,876000000,1460000000,Kredit Kendaraan,kontrak,78,sewa/kontrak,lajang,sedang
398,10.8,3,540000000,10285714,4320000,648000000,1080000000,Kredit Kendaraan,kontrak,66,sewa/kontrak,lajang,sedang
93,6.2,2,434000000,5904762,2480000,558000000,620000000,Kredit Kendaraan,kontrak,36,sewa/kontrak,lajang,sedang
497,26.9,1,1883000000,25619048,10760000,2421000000,2690000000,Modal Kerja/Usaha,harian,30,tinggal bersama ortu,menikah,tinggi
944,69.5,1,4865000000,66190476,27800000,6255000000,6950000000,Kredit Kendaraan,harian,42,tinggal bersama ortu,lajang,tinggi
469,18.5,1,1295000000,17619048,7400000,1665000000,1850000000,Kredit Kendaraan,harian,30,tinggal bersama ortu,menikah,tinggi
114,8.5,3,595000000,8095238,3400000,765000000,850000000,Kredit Kendaraan,kontrak,60,sewa/kontrak,lajang,sedang
518,18.8,5,658000000,17904762,7520000,1316000000,1880000000,KPR,permanent,90,milik sendiri,menikah,rendah
594,16.5,2,825000000,15714286,6600000,990000000,1650000000,Kredit Kendaraan,kontrak,90,sewa/kontrak,lajang,sedang
311,12.7,4,444500000,12095238,5080000,889000000,1270000000,Modal Kerja/Usaha,permanent,60,milik sendiri,menikah,rendah
827,11.2,1,784000000,10666667,4480000,1008000000,1120000000,Kredit Kendaraan,harian,48,tinggal bersama ortu,menikah,tinggi
44,14.0,5,490000000,13333333,5600000,980000000,1400000000,Kredit Kendaraan,permanent,72,milik sendiri,menikah,rendah
205,2.3,1,195500000,2190476,920000,207000000,230000000,KPR,harian,24,tinggal bersama ortu,menikah,tinggi
142,8.2,3,574000000,7809524,3280000,738000000,820000000,Modal Kerja/Usaha,kontrak,54,sewa/kontrak,menikah,sedang
130,8.3,3,581000000,7904762,3320000,747000000,830000000,Modal Kerja/Usaha,kontrak,54,sewa/kontrak,menikah,sedang
703,12.8,4,448000000,12190476,5120000,896000000,1280000000,Modal Kerja/Usaha,permanent,60,milik sendiri,menikah,rendah
550,9.0,5,315000000,8571429,3600000,630000000,900000000,Kredit Kendaraan,permanent,36,milik sendiri,menikah,rendah
156,4.8,1,408000000,4571429,1920000,432000000,480000000,Modal Kerja/Usaha,harian,24,tinggal bersama ortu,lajang,tinggi
865,30.2,1,2114000000,28761905,12080000,2718000000,3020000000,KPR,harian,48,tinggal bersama ortu,menikah,tinggi
157,5.9,1,501500000,5619048,2360000,531000000,590000000,KPR,harian,36,tinggal bersama ortu,menikah,tinggi
707,9.3,4,325500000,8857143,3720000,651000000,930000000,Kredit Kendaraan,permanent,36,milik sendiri,menikah,rendah
473,19.7,1,1379000000,18761905,7880000,1773000000,1970000000,Modal Kerja/Usaha,harian,30,tinggal bersama ortu,menikah,tinggi
358,6.9,3,345000000,6571429,2760000,414000000,690000000,KPR,kontrak,18,sewa/kontrak,menikah,sedang
928,61.5,1,4305000000,58571429,24600000,5535000000,6150000000,KPR,harian,42,tinggal bersama ortu,lajang,tinggi
669,30.5,1,2135000000,29047619,12200000,2745000000,3050000000,Kredit Kendaraan,harian,36,tinggal bersama ortu,menikah,tinggi
186,6.9,1,586500000,6571429,2760000,621000000,690000000,Modal Kerja/Usaha,harian,42,tinggal bersama ortu,lajang,tinggi
557,8.0,3,400000000,7619048,3200000,480000000,800000000,KPR,kontrak,24,sewa/kontrak,menikah,sedang
536,10.6,4,371000000,10095238,4240000,742000000,1060000000,Kredit Kendaraan,permanent,48,milik sendiri,menikah,rendah
534,12.3,4,430500000,11714286,4920000,861000000,1230000000,KPR,permanent,60,milik sendiri,menikah,rendah
850,22.7,1,1589000000,21619048,9080000,2043000000,2270000000,KPR,harian,42,tinggal bersama ortu,lajang,tinggi
752,10.3,5,360500000,9809524,4120000,721000000,1030000000,KPR,permanent,54,milik sendiri,menikah,rendah
497,26.9,1,1883000000,25619048,10760000,2421000000,2690000000,Modal Kerja/Usaha,harian,30,tinggal bersama ortu,menikah,tinggi
709,8.1,4,283500000,7714286,3240000,567000000,810000000,Modal Kerja/Usaha,permanent,24,milik sendiri,menikah,rendah
696,44.0,1,3080000000,41904762,17600000,3960000000,4400000000,Kredit Kendaraan,harian,30,tinggal bersama ortu,lajang,tinggi
77,7.8,2,546000000,7428571,3120000,702000000,780000000,KPR,kontrak,48,sewa/kontrak,menikah,sedang
510,13.7,5,479500000,13047619,5480000,959000000,1370000000,KPR,permanent,66,milik sendiri,menikah,rendah
222,8.7,1,739500000,8285714,3480000,783000000,870000000,Modal Kerja/Usaha,harian,42,tinggal bersama ortu,lajang,tinggi
733,20.1,5,703500000,19142857,8040000,1407000000,2010000000,KPR,permanent,102,milik sendiri,menikah,rendah
142,8.2,3,574000000,7809524,3280000,738000000,820000000,Modal Kerja/Usaha,kontrak,54,sewa/kontrak,menikah,sedang
529,20.0,5,700000000,19047619,8000000,1400000000,2000000000,KPR,permanent,96,milik sendiri,menikah,rendah
501,12.4,4,434000000,11809524,4960000,868000000,1240000000,Kredit Kendaraan,permanent,54,milik sendiri,menikah,rendah
89,7.3,2,511000000,6952381,2920000,657000000,730000000,KPR,kontrak,48,sewa/kontrak,menikah,sedang
6,9.6,5,336000000,9142857,3840000,672000000,960000000,Modal Kerja/Usaha,permanent,36,milik sendiri,menikah,rendah
949,72.0,1,5040000000,68571429,28800000,6480000000,7200000000,KPR,harian,48,tinggal bersama ortu,menikah,tinggi
300,12.5,4,437500000,11904762,5000000,875000000,1250000000,KPR,permanent,60,milik sendiri,menikah,rendah
14,12.2,5,427000000,11619048,4880000,854000000,1220000000,Kredit Kendaraan,permanent,54,milik sendiri,menikah,rendah
671,31.5,1,2205000000,30000000,12600000,2835000000,3150000000,KPR,harian,36,tinggal bersama ortu,menikah,tinggi
111,6.4,2,448000000,6095238,2560000,576000000,640000000,Kredit Kendaraan,kontrak,36,sewa/kontrak,lajang,sedang
843,19.2,1,1344000000,18285714,7680000,1728000000,1920000000,Modal Kerja/Usaha,harian,48,tinggal bersama ortu,menikah,tinggi
381,13.2,2,660000000,12571429,5280000,792000000,1320000000,Modal Kerja/Usaha,kontrak,72,sewa/kontrak,menikah,sedang
322,13.6,4,476000000,12952381,5440000,952000000,1360000000,Modal Kerja/Usaha,permanent,66,milik sendiri,menikah,rendah
628,10.0,1,700000000,9523810,4000000,900000000,1000000000,Modal Kerja/Usaha,harian,30,tinggal bersama ortu,lajang,tinggi
296,5.0,2,350000000,4761905,2000000,450000000,500000000,Kredit Kendaraan,harian,12,tinggal bersama ortu,lajang,tinggi
768,8.8,3,440000000,8380952,3520000,528000000,880000000,Kredit Kendaraan,kontrak,42,sewa/kontrak,lajang,sedang
261,1.5,2,105000000,1428571,600000,135000000,150000000,Modal Kerja/Usaha,harian,6,tinggal bersama ortu,menikah,tinggi
87,6.3,2,441000000,6000000,2520000,567000000,630000000,Kredit Kendaraan,kontrak,36,sewa/kontrak,lajang,sedang
833,14.2,1,994000000,13523810,5680000,1278000000,1420000000,Kredit Kendaraan,harian,48,tinggal bersama ortu,menikah,tinggi
495,26.3,1,1841000000,25047619,10520000,2367000000,2630000000,KPR,harian,30,tinggal bersama ortu,menikah,tinggi
236,9.4,1,799000000,8952381,3760000,846000000,940000000,Kredit Kendaraan,harian,48,tinggal bersama ortu,lajang,tinggi
981,88.0,1,6160000000,83809524,35200000,7920000000,8800000000,Modal Kerja/Usaha,harian,48,tinggal bersama ortu,menikah,tinggi
592,10.1,3,505000000,9619048,4040000,606000000,1010000000,Modal Kerja/Usaha,kontrak,54,sewa/kontrak,menikah,sedang
669,30.5,1,2135000000,29047619,12200000,2745000000,3050000000,Kredit Kendaraan,harian,36,tinggal bersama ortu,menikah,tinggi
383,10.9,2,545000000,10380952,4360000,654000000,1090000000,Kredit Kendaraan,kontrak,60,sewa/kontrak,lajang,sedang
775,9.2,3,460000000,8761905,3680000,552000000,920000000,Modal Kerja/Usaha,kontrak,48,sewa/kontrak,menikah,sedang
854,24.7,1,1729000000,23523810,9880000,2223000000,2470000000,Kredit Kendaraan,harian,42,tinggal bersama ortu,lajang,tinggi
738,12.3,4,430500000,11714286,4920000,861000000,1230000000,KPR,permanent,66,milik sendiri,menikah,rendah
64,8.7,3,609000000,8285714,3480000,783000000,870000000,Modal Kerja/Usaha,kontrak,54,sewa/kontrak,menikah,sedang
545,13.0,4,455000000,12380952,5200000,910000000,1300000000,KPR,permanent,66,milik sendiri,menikah,rendah
473,19.7,1,1379000000,18761905,7880000,1773000000,1970000000,Modal Kerja/Usaha,harian,30,tinggal bersama ortu,menikah,tinggi
173,3.9,1,331500000,3714286,1560000,351000000,390000000,Kredit Kendaraan,harian,24,tinggal bersama ortu,menikah,tinggi
541,18.6,4,651000000,17714286,7440000,1302000000,1860000000,Kredit Kendaraan,permanent,90,milik sendiri,menikah,rendah
918,56.5,1,3955000000,53809524,22600000,5085000000,5650000000,Modal Kerja/Usaha,harian,42,tinggal bersama ortu,lajang,tinggi
8,8.3,5,290500000,7904762,3320000,581000000,830000000,KPR,permanent,24,milik sendiri,menikah,rendah
690,41.0,1,2870000000,39047619,16400000,3690000000,4100000000,Kredit Kendaraan,harian,30,tinggal bersama ortu,lajang,tinggi
978,86.5,1,6055000000,82380952,34600000,7785000000,8650000000,Modal Kerja/Usaha,harian,42,tinggal bersama ortu,lajang,tinggi
794,12.7,3,635000000,12095238,5080000,762000000,1270000000,KPR,kontrak,78,sewa/kontrak,menikah,sedang
549,9.6,4,336000000,9142857,3840000,672000000,960000000,Modal Kerja/Usaha,permanent,42,milik sendiri,menikah,rendah
932,63.5,1,4445000000,60476190,25400000,5715000000,6350000000,Kredit Kendaraan,harian,42,tinggal bersama ortu,lajang,tinggi
23,14.4,4,504000000,13714286,5760000,1008000000,1440000000,Modal Kerja/Usaha,permanent,66,milik sendiri,menikah,rendah
478,21.2,1,1484000000,20190476,8480000,1908000000,2120000000,Kredit Kendaraan,harian,24,tinggal bersama ortu,lajang,tinggi
82,8.2,3,574000000,7809524,3280000,738000000,820000000,Modal Kerja/Usaha,kontrak,54,sewa/kontrak,menikah,sedang
302,10.5,4,367500000,10000000,4200000,735000000,1050000000,Modal Kerja/Usaha,permanent,48,milik sendiri,menikah,rendah
901,48.2,1,3374000000,45904762,19280000,4338000000,4820000000,KPR,harian,48,tinggal bersama ortu,menikah,tinggi
662,27.0,1,1890000000,25714286,10800000,2430000000,2700000000,KPR,harian,30,tinggal bersama ortu,lajang,tinggi
374,12.7,2,635000000,12095238,5080000,762000000,1270000000,Kredit Kendaraan,kontrak,66,sewa/kontrak,lajang,sedang
118,8.0,3,560000000,7619048,3200000,720000000,800000000,Modal Kerja/Usaha,kontrak,54,sewa/kontrak,menikah,sedang
974,84.5,1,5915000000,80476190,33800000,7605000000,8450000000,Kredit Kendaraan,harian,42,tinggal bersama ortu,lajang,tinggi
354,10.0,3,500000000,9523810,4000000,600000000,1000000000,Modal Kerja/Usaha,kontrak,42,sewa/kontrak,menikah,sedang
622,7.0,1,490000000,6666667,2800000,630000000,700000000,Modal Kerja/Usaha,harian,30,tinggal bersama ortu,lajang,tinggi
886,40.7,1,2849000000,38761905,16280000,3663000000,4070000000,KPR,harian,42,tinggal bersama ortu,lajang,tinggi
577,10.2,2,510000000,9714286,4080000,612000000,1020000000,Modal Kerja/Usaha,kontrak,48,sewa/kontrak,menikah,sedang
311,12.7,4,444500000,12095238,5080000,889000000,1270000000,Modal Kerja/Usaha,permanent,60,milik sendiri,menikah,rendah
536,10.6,4,371000000,10095238,4240000,742000000,1060000000,Kredit Kendaraan,permanent,48,milik sendiri,menikah,rendah
37,10.6,4,371000000,10095238,4240000,742000000,1060000000,Kredit Kendaraan,permanent,48,milik sendiri,menikah,rendah
117,6.3,2,441000000,6000000,2520000,567000000,630000000,Kredit Kendaraan,kontrak,36,sewa/kontrak,lajang,sedang
788,11.1,2,555000000,10571429,4440000,666000000,1110000000,KPR,kontrak,66,sewa/kontrak,menikah,sedang
